FA590,80113530,src/code/z_fbdemo_circle
FA5A0,80113540,src/code/z_cutscene_spline
FA5B0,80113550,src/code/z_kaleido_manager
FA5D0,80113570,src/code/z_play
FA690,80113630,src/code/game
FA6B0,80113650,src/code/graph
FA700,801136A0,src/code/main
FA730,801136D0,src/code/padmgr
FA740,801136E0,src/code/sys_cfb
FA750,801136F0,src/code/sys_math
FA760,80113700,src/code/sys_math3d
FA7F0,80113790,src/code/sys_math_atan
FA800,801137A0,src/code/sys_matrix
FA830,801137D0,src/code/irqmgr
FA850,801137F0,src/code/fault_gc
FB260,80114200,src/code/fault_gc_drawer
FB690,80114630,src/audio/lib/synthesis
FB6B0,80114650,src/audio/lib/heap
FB6E0,80114680,src/audio/lib/load
FB750,801146F0,src/audio/lib/thread
FB880,80114820,src/audio/lib/playback
FB8B0,80114850,src/audio/lib/effects
FB8E0,80114880,src/audio/lib/seqplayer
FBF20,80114EC0,src/audio/general
FC0B0,80115050,src/audio/sfx
FC0D0,80115070,src/audio/sequence
FC150,801150F0,src/audio/session_init
FC160,80115100,src/libu64/debug
FC170,80115110,src/libu64/gfxprint
FC190,80115130,src/libc64/__osMalloc_gc
FC450,801153F0,src/libc64/math64
FC4A0,80115440,src/libultra/audio/synthesizer
FC4B0,80115450,src/libultra/gu/cosf
FC500,801154A0,src/libultra/gu/lookathil
FC510,801154B0,src/libultra/gu/perspective
FC520,801154C0,src/libultra/gu/sinf
FC570,80115510,src/libultra/libc/xprintf
FC6F0,80115690,src/libultra/audio/drvrnew
FC710,801156B0,src/libultra/audio/env
FC7B0,80115750,src/libultra/audio/resample
FC7E0,80115780,src/libultra/audio/reverb
FC810,801157B0,src/libultra/gu/libm_vals
FC820,801157C0,src/libultra/libc/xldtob
FC880,80115820,src/code/z_message_z_game_over
106130,8011F0D0,src/code/z_construct
1062E0,8011F280,data/audio_tables.rodata
106E80,8011FE20,data/rsp.rodata

offset,vram,.bss
108FA0,80121F40,data/code_common_80121F40
108FC0,80121F60,src/code/z_en_item00
108FD0,80121F70,src/code/z_effect
10CDC0,80125D60,src/code/flg_set
10CDD0,80125D70,src/code/z_actor
10CE50,80125DF0,src/code/z_actor_dlftbls
10CE60,80125E00,src/code/z_bgcheck
10CF80,80125F20,src/code/z_camera
10D060,80126000,src/code/z_collision_check
10E7C0,80127760,src/code/z_debug
10E9E0,80127980,src/code/z_debug_display
10E9F0,80127990,src/code/z_demo
10EA20,801279C0,src/code/z_kankyo
10EAF0,80127A90,src/code/z_lifemeter
10EB20,80127AC0,src/code/z_lights
10ECB0,80127C50,src/code/z_malloc
10ECE0,80127C80,src/code/z_map_mark
10ECF0,80127C90,src/code/z_map_exp
10ED00,80127CA0,src/code/z_parameter
10ED20,80127CC0,src/code/z_player_lib
10ED40,80127CE0,src/code/z_quake
10EDD0,80127D70,src/code/z_skelanime
10EDE0,80127D80,src/code/z_skin
10FCF0,80128C90,src/code/z_rumble
10FE00,80128DA0,src/code/z_vr_box_draw
10FE10,80128DB0,src/code/z_player_call
10FE20,80128DC0,src/code/z_kaleido_scope_call
10FE40,80128DE0,src/code/z_play
10FF50,80128EF0,src/code/game
110030,80128FD0,src/code/graph
1100A0,80129040,src/code/main
113F30,8012CED0,src/code/padmgr
113F40,8012CEE0,src/code/sched
113F60,8012CF00,src/code/speed_meter
113FD0,8012CF70,src/code/sys_cfb
113FE0,8012CF80,src/code/sys_math3d
114200,8012D1A0,src/code/sys_matrix
114210,8012D1B0,src/code/fault_gc
115090,8012E030,src/code/fault_gc_drawer
1150F0,8012E090,src/audio/lib/load
1151B0,8012E150,src/audio/general
1153B0,8012E350,src/audio/sfx
117BC0,80130B60,src/audio/sequence
118980,80131920,src/audio/data
118A20,801319C0,src/audio/session_config
11EE90,80137E30,src/libu64/gfxprint
11EEA0,80137E40,src/libc64/__osMalloc_gc
11EEB0,80137E50,src/libc64/malloc
11EEE0,80137E80,src/libc64/math64
11EEF0,80137E90,src/libc64/qrand
11EF00,80137EA0,src/code/jpegdecoder
11EF10,80137EB0,src/libultra/io/sptask
11EF50,80137EF0,src/libultra/io/siacs
11EF60,80137F00,data/code_common_80137F00
120420,801393C0,src/code/z_message_z_game_over
120440,801393E0,.end
