name,vrom_start,vrom_end,rom_start,rom_end,vram_start,overlay_dir
ovl_En_River_Sound,C697D0,C6A160,B83AA0,B84270,808CBF40,actors
ovl_En_Horse_Normal,C6A160,C6C780,B84270,B85AD0,808CC8D0,actors
ovl_En_Ossan,C6C780,C72D60,B85AD0,B892B0,808CEEF0,actors
ovl_Bg_Treemouth,C72D60,C743C0,B892B0,B89EB0,808D54D0,actors
ovl_Bg_Dodoago,C743C0,C75100,B89EB0,B8A910,808D6B30,actors
ovl_Bg_Hidan_Dalm,C75100,C75950,B8A910,B8AF80,808D78E0,actors
ovl_Bg_Hidan_Hrock,C75950,C76180,B8AF80,B8B5F0,808D8130,actors
ovl_En_Horse_Ganon,C76180,C76F00,B8B5F0,B8C060,808D8960,actors
ovl_Bg_Hidan_Rock,C76F00,C77FF0,B8C060,B8CD20,808D96E0,actors
ovl_Bg_Hidan_Rsekizou,C77FF0,C78BD0,B8CD20,B8D610,808DA7D0,actors
ovl_Bg_Hidan_Sekizou,C78BD0,C7A020,B8D610,B8E590,808DB3B0,actors
ovl_Bg_Hidan_Sima,C7A020,C7AF40,B8E590,B8F180,808DC800,actors
ovl_Bg_Hidan_Syoku,C7AF40,C7B3A0,B8F180,B8F490,808DD720,actors
ovl_En_Xc,C7B3A0,C81B00,B8F490,B92920,808DDB80,actors
ovl_Bg_Hidan_Curtain,C81B00,C825A0,B92920,B93160,808E4310,actors
ovl_Bg_Spot00_Hanebasi,C825A0,C836B0,B93160,B93F30,808E4DB0,actors
ovl_En_Mb,C836B0,C878E0,B93F30,B96A20,808E5EC0,actors
ovl_En_Bombf,C878E0,C88D50,B96A20,B97A10,808EA0F0,actors
ovl_Bg_Hidan_Firewall,C88D50,C894B0,B97A10,B98030,808EB560,actors
ovl_Bg_Dy_Yoseizo,C894B0,C8C2B0,B98030,B99F70,808EBCC0,actors
ovl_En_Zl2,C8C2B0,C909E0,B99F70,B9C340,808EEAC0,actors
ovl_Bg_Hidan_Fslift,C909E0,C90EB0,B9C340,B9C6F0,808F31F0,actors
ovl_En_OE2,C90EB0,C90F90,B9C6F0,B9C790,808F36C0,actors
ovl_Bg_Ydan_Hasi,C90F90,C91740,B9C790,B9CDB0,808F37A0,actors
ovl_Bg_Ydan_Maruta,C91740,C91E20,B9CDB0,B9D330,808F3F50,actors
ovl_Boss_Ganondrof,C91E20,C96B90,B9D330,BA0690,808F4630,actors
ovl_En_Am,C96B90,C98F90,BA0690,BA1EC0,808F93A0,actors
ovl_En_Dekubaba,C98F90,C9CA30,BA1EC0,BA44B0,808FB7A0,actors
ovl_En_M_Fire1,C9CA30,C9CBD0,BA44B0,BA4600,808FF240,actors
ovl_En_M_Thunder,C9CBD0,C9E1C0,BA4600,BA55F0,808FF3E0,actors
ovl_Bg_Ddan_Jd,C9E1C0,C9E810,BA55F0,BA5AF0,809009D0,actors
ovl_Bg_Breakwall,C9E810,C9F680,BA5AF0,BA6650,80901020,actors
ovl_En_Jj,C9F680,CA0C50,BA6650,BA72A0,80901E90,actors
ovl_En_Horse_Zelda,CA0C50,CA1740,BA72A0,BA7B70,80903460,actors
ovl_Bg_Ddan_Kd,CA1740,CA2030,BA7B70,BA8250,80903F50,actors
ovl_Door_Warp1,CA2030,CA62D0,BA8250,BAA9A0,80904840,actors
ovl_Obj_Syokudai,CA62D0,CA6F00,BAA9A0,BAB3D0,80908AF0,actors
ovl_Item_B_Heart,CA6F00,CA72F0,BAB3D0,BAB730,80909730,actors
ovl_En_Dekunuts,CA72F0,CA8AF0,BAB730,BAC6E0,80909B20,actors
ovl_Bg_Menkuri_Kaiten,CA8AF0,CA8C80,BAC6E0,BAC840,8090B320,actors
ovl_Bg_Menkuri_Eye,CA8C80,CA9110,BAC840,BACC30,8090B4B0,actors
ovl_En_Vali,CA9110,CAB7B0,BACC30,BAE6D0,8090B950,actors
ovl_Bg_Mizu_Movebg,CAB7B0,CAC940,BAE6D0,BAF3B0,8090DFF0,actors
ovl_Bg_Mizu_Water,CAC940,CAD610,BAF3B0,BAFCB0,8090F190,actors
ovl_Arms_Hook,CAD610,CAE370,BAFCB0,BB0740,8090FE60,actors
ovl_En_fHG,CAE370,CB0CA0,BB0740,BB2280,80910BC0,actors
ovl_Bg_Mori_Hineri,CB0CA0,CB19A0,BB2280,BB2C10,809134F0,actors
ovl_En_Bb,CB19A0,CB5670,BB2C10,BB57B0,809141F0,actors
ovl_Bg_Toki_Hikari,CB5670,CB6410,BB57B0,BB5FF0,80917EC0,actors
ovl_En_Yukabyun,CB6410,CB6A20,BB5FF0,BB6540,80918C60,actors
ovl_Bg_Toki_Swd,CB6A20,CB8070,BB6540,BB6F80,80919270,actors
ovl_En_Fhg_Fire,CB8070,CBA690,BB6F80,BB8B00,8091A8C0,actors
ovl_Bg_Mjin,CBA690,CBAA70,BB8B00,BB8E60,8091CEE0,actors
ovl_Bg_Hidan_Kousi,CBAA70,CBAFF0,BB8E60,BB9290,8091D2C0,actors
ovl_Door_Toki,CBAFF0,CBB150,BB9290,BB93B0,8091D840,actors
ovl_Bg_Hidan_Hamstep,CBB150,CBC000,BB93B0,BB9EE0,8091D9A0,actors
ovl_En_Bird,CBC000,CBC4C0,BB9EE0,BBA2C0,8091E850,actors
ovl_En_Wood02,CBC4C0,CBD690,BBA2C0,BBB100,8091ED10,actors
ovl_En_Lightbox,CBD690,CBDB10,BBB100,BBB4D0,8091FEF0,actors
ovl_En_Pu_box,CBDB10,CBDE50,BBB4D0,BBB7B0,80920370,actors
ovl_En_Trap,CBDE50,CBF0F0,BBB7B0,BBC3F0,809206B0,actors
ovl_En_Arow_Trap,CBF0F0,CBF240,BBC3F0,BBC530,80921950,actors
ovl_En_Vase,CBF240,CBF340,BBC530,BBC610,80921AA0,actors
ovl_En_Ta,CBF340,CC2D00,BBC610,BBE950,80921BA0,actors
ovl_En_Tk,CC2D00,CC4B30,BBE950,BBFF80,80925560,actors
ovl_Bg_Mori_Bigst,CC4B30,CC5460,BBFF80,BC05F0,80927390,actors
ovl_Bg_Mori_Elevator,CC5460,CC5F50,BC05F0,BC0D40,80927CC0,actors
ovl_Bg_Mori_Kaitenkabe,CC5F50,CC65B0,BC0D40,BC1290,809287B0,actors
ovl_Bg_Mori_Rakkatenjo,CC65B0,CC6F20,BC1290,BC1950,80928E10,actors
ovl_En_Vm,CC6F20,CC87D0,BC1950,BC2AE0,80929780,actors
ovl_Demo_Effect,CC87D0,CCE2C0,BC2AE0,BC6670,8092B030,actors
ovl_Demo_Kankyo,CCE2C0,CD1F70,BC6670,BC8B20,80930B20,actors
ovl_Bg_Hidan_Fwbig,CD1F70,CD2C50,BC8B20,BC9570,80934820,actors
ovl_En_Floormas,CD2C50,CD6030,BC9570,BCB570,80935500,actors
ovl_En_Heishi1,CD6030,CD7540,BCB570,BCC3C0,809388E0,actors
ovl_En_Rd,CD7540,CD9DF0,BCC3C0,BCDDE0,80939DF0,actors
ovl_En_Po_Sisters,CD9DF0,CDEAE0,BCDDE0,BD1000,8093C6A0,actors
ovl_Bg_Heavy_Block,CDEAE0,CE03D0,BD1000,BD2230,80941390,actors
ovl_Bg_Po_Event,CE03D0,CE2200,BD2230,BD3880,80942C80,actors
ovl_Obj_Mure,CE2200,CE3210,BD3880,BD43B0,80944AC0,actors
ovl_En_Sw,CE3210,CE6980,BD43B0,BD6C00,80945AD0,actors
ovl_Boss_Fd,CE6980,CEDCB0,BD6C00,BDB900,809492C0,actors
ovl_Object_Kankyo,CEDCB0,CF0ED0,BDB900,BDDCC0,809505F0,actors
ovl_En_Du,CF0ED0,CF2970,BDDCC0,BDEEC0,80953810,actors
ovl_En_Fd,CF2970,CF5630,BDEEC0,BE0FB0,809552B0,actors
ovl_En_Horse_Link_Child,CF5630,CF7430,BE0FB0,BE21B0,80957F70,actors
ovl_Door_Ana,CF7430,CF7AA0,BE21B0,BE2700,80959D70,actors
ovl_Bg_Spot02_Objects,CF7AA0,CF8DF0,BE2700,BE34A0,8095A3E0,actors
ovl_Bg_Haka,CF8DF0,CF94B0,BE34A0,BE3A50,8095B730,actors
ovl_Magic_Wind,CF94B0,CFB1B0,BE3A50,BE53E0,8095BDF0,actors
ovl_Magic_Fire,CFB1B0,CFD480,BE53E0,BE7300,8095DAF0,actors
ovl_En_Ru1,CFD480,D04B20,BE7300,BEB0B0,8095FDC0,actors
ovl_Boss_Fd2,D04B20,D08850,BEB0B0,BEDC20,80967460,actors
ovl_En_Fd_Fire,D08850,D09560,BEDC20,BEE6F0,8096B190,actors
ovl_En_Dh,D09560,D0B030,BEE6F0,BEFA70,8096BEA0,actors
ovl_En_Dha,D0B030,D0C030,BEFA70,BF0640,8096D970,actors
ovl_En_Rl,D0C030,D0CF10,BF0640,BF0F70,8096E970,actors
ovl_En_Encount1,D0CF10,D0DA70,BF0F70,BF18D0,8096F850,actors
ovl_Demo_Du,D0DA70,D11250,BF18D0,BF3410,809703B0,actors
ovl_Demo_Im,D11250,D151C0,BF3410,BF53B0,80973B90,actors
ovl_Demo_Tre_Lgt,D151C0,D158D0,BF53B0,BF59A0,80977B00,actors
ovl_En_Fw,D158D0,D17080,BF59A0,BF6CD0,80978210,actors
ovl_Bg_Vb_Sima,D17080,D17790,BF6CD0,BF7310,809799C0,actors
ovl_En_Vb_Ball,D17790,D18930,BF7310,BF8070,8097A0D0,actors
ovl_Bg_Haka_Megane,D18930,D18D30,BF8070,BF83C0,8097B270,actors
ovl_Bg_Haka_MeganeBG,D18D30,D193F0,BF83C0,BF8910,8097B670,actors
ovl_Bg_Haka_Ship,D193F0,D19E30,BF8910,BF9120,8097BD30,actors
ovl_Bg_Haka_Sgami,D19E30,D1AA50,BF9120,BF9AA0,8097C770,actors
ovl_En_Heishi2,D1AA50,D1CC50,BF9AA0,BFAF50,8097D390,actors
ovl_En_Encount2,D1CC50,D1DE80,BFAF50,BFBD50,8097F590,actors
ovl_En_Fire_Rock,D1DE80,D1EF90,BFBD50,BFC9C0,809807C0,actors
ovl_En_Brob,D1EF90,D20080,BFC9C0,BFD600,809818D0,actors
ovl_Mir_Ray,D20080,D21940,BFD600,BFEA00,809829C0,actors
ovl_Bg_Spot09_Obj,D21940,D21E50,BFEA00,BFEDD0,80984280,actors
ovl_Bg_Spot18_Obj,D21E50,D22720,BFEDD0,BFF420,80984790,actors
ovl_Boss_Va,D22720,D30F10,BFF420,C08A70,80985060,actors
ovl_Bg_Haka_Tubo,D30F10,D31930,C08A70,C092B0,8099C250,actors
ovl_Bg_Haka_Trap,D31930,D32F00,C092B0,C0A2C0,8099CC70,actors
ovl_Bg_Haka_Huta,D32F00,D339A0,C0A2C0,C0AB30,8099E240,actors
ovl_Bg_Haka_Zou,D339A0,D34B90,C0AB30,C0B8B0,8099ECE0,actors
ovl_Bg_Spot17_Funen,D34B90,D34DE0,C0B8B0,C0BAD0,8099FED0,actors
ovl_En_Syateki_Itm,D34DE0,D35B80,C0BAD0,C0C530,809A0120,actors
ovl_En_Syateki_Man,D35B80,D36940,C0C530,C0CF60,809A0EC0,actors
ovl_En_Tana,D36940,D36BE0,C0CF60,C0D1A0,809A1C80,actors
ovl_En_Nb,D36BE0,D3B1B0,C0D1A0,C0F610,809A1F20,actors
ovl_Boss_Mo,D3B1B0,D46750,C0F610,C17390,809A64F0,actors
ovl_En_Sb,D46750,D47B90,C17390,C18110,809B65A0,actors
ovl_En_Bigokuta,D47B90,D4A6A0,C18110,C19E60,809B79E0,actors
ovl_En_Karebaba,D4A6A0,D4BF90,C19E60,C1AFD0,809BA4F0,actors
ovl_Bg_Bdan_Objects,D4BF90,D4D260,C1AFD0,C1BCF0,809BBDE0,actors
ovl_Demo_Sa,D4D260,D4FD80,C1BCF0,C1D250,809BD0B0,actors
ovl_Demo_Go,D4FD80,D50AE0,C1D250,C1DB90,809BFBD0,actors
ovl_En_In,D50AE0,D53880,C1DB90,C1FC60,809C0930,actors
ovl_En_Tr,D53880,D55180,C1FC60,C20E70,809C36D0,actors
ovl_Bg_Spot16_Bombstone,D55180,D566C0,C20E70,C21F40,809C4FD0,actors
ovl_Bg_Hidan_Kowarerukabe,D566C0,D57590,C21F40,C22920,809C6510,actors
ovl_Bg_Bombwall,D57590,D57E50,C22920,C23000,809C73E0,actors
ovl_En_Ru2,D57E50,D5ABD0,C23000,C24660,809C7CA0,actors
ovl_Obj_Dekujr,D5ABD0,D5B210,C24660,C24BB0,809CAA20,actors
ovl_Bg_Mizu_Uzu,D5B210,D5B3E0,C24BB0,C24D40,809CB060,actors
ovl_Bg_Spot06_Objects,D5B3E0,D5C7F0,C24D40,C25C40,809CB230,actors
ovl_Bg_Ice_Objects,D5C7F0,D5D730,C25C40,C26680,809CC640,actors
ovl_Bg_Haka_Water,D5D730,D5DF10,C26680,C26C60,809CD580,actors
ovl_En_Ma2,D5DF10,D5EF70,C26C60,C278F0,809CDD60,actors
ovl_En_Bom_Chu,D5EF70,D60610,C278F0,C28AE0,809CEDC0,actors
ovl_En_Horse_Game_Check,D60610,D616E0,C28AE0,C29700,809D0460,actors
ovl_Boss_Tw,D616E0,D74760,C29700,C35CE0,809D1530,actors
ovl_En_Rr,D74760,D76C90,C35CE0,C377F0,809E7030,actors
ovl_En_Ba,D76C90,D78B60,C377F0,C38C50,809E9560,actors
ovl_En_Bx,D78B60,D79650,C38C50,C39600,809EB430,actors
ovl_En_Anubice,D79650,D7A900,C39600,C3A3D0,809EBF20,actors
ovl_En_Anubice_Fire,D7A900,D7B6C0,C3A3D0,C3AF30,809ED1D0,actors
ovl_Bg_Mori_Hashigo,D7B6C0,D7BF80,C3AF30,C3B5B0,809EDF90,actors
ovl_Bg_Mori_Hashira4,D7BF80,D7C500,C3B5B0,C3BA00,809EE850,actors
ovl_Bg_Mori_Idomizu,D7C500,D7CB40,C3BA00,C3BEE0,809EEDE0,actors
ovl_Bg_Spot16_Doughnut,D7CB40,D7D0F0,C3BEE0,C3C3B0,809EF420,actors
ovl_Bg_Bdan_Switch,D7D0F0,D7E520,C3C3B0,C3CF60,809EF9D0,actors
ovl_En_Ma1,D7E520,D7F800,C3CF60,C3DD60,809F0E00,actors
ovl_Boss_Ganon,D7F800,DA1A60,C3DD60,C53470,809F20E0,actors
ovl_Boss_Sst,DA1A60,DADFE0,C53470,C5AFB0,80A17EC0,actors
ovl_En_Ny,DADFE0,DAF910,C5AFB0,C5C200,80A24480,actors
ovl_En_Fr,DAF910,DB23A0,C5C200,C5E060,80A25DB0,actors
ovl_Item_Shield,DB23A0,DB2DB0,C5E060,C5E860,80A28840,actors
ovl_Bg_Ice_Shelter,DB2DB0,DB3FE0,C5E860,C5F630,80A29250,actors
ovl_En_Ice_Hono,DB3FE0,DB51D0,C5F630,C60300,80A2A480,actors
ovl_Item_Ocarina,DB51D0,DB59A0,C60300,C608C0,80A2B670,actors
ovl_Magic_Dark,DB59A0,DB71F0,C608C0,C61C00,80A2BE40,actors
ovl_Demo_6K,DB71F0,DB9F00,C61C00,C63D40,80A2D690,actors
ovl_En_Anubice_Tag,DB9F00,DBA1D0,C63D40,C63FB0,80A303A0,actors
ovl_Bg_Haka_Gate,DBA1D0,DBB250,C63FB0,C64C80,80A30670,actors
ovl_Bg_Spot15_Saku,DBB250,DBB590,C64C80,C64F50,80A31700,actors
ovl_Bg_Jya_Goroiwa,DBB590,DBBD10,C64F50,C655B0,80A31A40,actors
ovl_Bg_Jya_Zurerukabe,DBBD10,DBC3C0,C655B0,C65B00,80A321C0,actors
ovl_Bg_Jya_Cobra,DBC3C0,DBE0E0,C65B00,C67070,80A32870,actors
ovl_Bg_Jya_Kanaami,DBE0E0,DBE490,C67070,C67360,80A34590,actors
ovl_Fishing,DBE490,DD1E60,C67360,C74890,80A34940,actors
ovl_Obj_Oshihiki,DD1E60,DD3910,C74890,C75B30,80A4F3F0,actors
ovl_Bg_Gate_Shutter,DD3910,DD3D90,C75B30,C75EB0,80A50EA0,actors
ovl_Eff_Dust,DD3D90,DD5170,C75EB0,C76A80,80A51320,actors
ovl_Bg_Spot01_Fusya,DD5170,DD5410,C76A80,C76CC0,80A52700,actors
ovl_Bg_Spot01_Idohashira,DD5410,DD6010,C76CC0,C775F0,80A529A0,actors
ovl_Bg_Spot01_Idomizu,DD6010,DD6320,C775F0,C778C0,80A535A0,actors
ovl_Bg_Po_Syokudai,DD6320,DD6C70,C778C0,C78060,80A538B0,actors
ovl_Bg_Ganon_Otyuka,DD6C70,DD92B0,C78060,C79D90,80A54200,actors
ovl_Bg_Spot15_Rrbox,DD92B0,DDA090,C79D90,C7A7A0,80A56840,actors
ovl_Bg_Umajump,DDA090,DDA220,C7A7A0,C7A910,80A57620,actors
ovl_En_Insect,DDA220,DDC740,C7A910,C7C1B0,80A577B0,actors
ovl_En_Butte,DDC740,DDDD10,C7C1B0,C7D180,80A59CD0,actors
ovl_En_Fish,DDDD10,DDFE20,C7D180,C7E640,80A5B2A0,actors
ovl_Bg_Spot08_Iceblock,DDFE20,DE0E60,C7E640,C7F1E0,80A5D3B0,actors
ovl_Item_Etcetera,DE0E60,DE1730,C7F1E0,C7F870,80A5E3F0,actors
ovl_Arrow_Fire,DE1730,DE35F0,C7F870,C81320,80A5ECC0,actors
ovl_Arrow_Ice,DE35F0,DE54D0,C81320,C82B80,80A60B80,actors
ovl_Arrow_Light,DE54D0,DE73C0,C82B80,C84470,80A62A60,actors
ovl_Obj_Kibako,DE73C0,DE80C0,C84470,C84D50,80A64950,actors
ovl_Obj_Tsubo,DE80C0,DE90B0,C84D50,C858B0,80A65650,actors
ovl_En_Wonder_Item,DE90B0,DE9D00,C858B0,C86170,80A66640,actors
ovl_En_Ik,DE9D00,DEE330,C86170,C88A90,80A67370,actors
ovl_Demo_Ik,DEE330,DEF840,C88A90,C897A0,80A6B9B0,actors
ovl_En_Skj,DEF840,DF3170,C897A0,C8BB60,80A6CEC0,actors
ovl_En_Skjneedle,DF3170,DF3480,C8BB60,C8BE10,80A70800,actors
ovl_En_G_Switch,DF3480,DF4CB0,C8BE10,C8D0D0,80A70B10,actors
ovl_Demo_Ext,DF4CB0,DF55F0,C8D0D0,C8D7F0,80A72340,actors
ovl_Demo_Shd,DF55F0,DF7A00,C8D7F0,C8F030,80A72C80,actors
ovl_En_Dns,DF7A00,DF8D90,C8F030,C8FD00,80A75090,actors
ovl_Elf_Msg,DF8D90,DF9380,C8FD00,C90160,80A76420,actors
ovl_En_Honotrap,DF9380,DFA8D0,C90160,C91130,80A76A10,actors
ovl_En_Tubo_Trap,DFA8D0,DFB570,C91130,C91A40,80A77F60,actors
ovl_Obj_Ice_Poly,DFB570,DFBF20,C91A40,C92230,80A78C00,actors
ovl_Bg_Spot03_Taki,DFBF20,DFC810,C92230,C92900,80A795B0,actors
ovl_Bg_Spot07_Taki,DFC810,DFCDD0,C92900,C92D70,80A79EA0,actors
ovl_En_Fz,DFCDD0,DFEDE0,C92D70,C94460,80A7A460,actors
ovl_En_Po_Relay,DFEDE0,E004F0,C94460,C955D0,80A7C470,actors
ovl_Bg_Relay_Objects,E004F0,E00CA0,C955D0,C95BF0,80A7DB80,actors
ovl_En_Diving_Game,E00CA0,E02650,C95BF0,C96DE0,80A7E330,actors
ovl_En_Kusa,E02650,E03B30,C96DE0,C97D30,80A7FCE0,actors
ovl_Obj_Bean,E03B30,E062C0,C97D30,C99600,80A811C0,actors
ovl_Obj_Bombiwa,E062C0,E06830,C99600,C99AB0,80A83950,actors
ovl_Obj_Switch,E06830,E085F0,C99AB0,C9AD90,80A83EC0,actors
ovl_Obj_Elevator,E085F0,E089B0,C9AD90,C9B080,80A85C80,actors
ovl_Obj_Lift,E089B0,E093D0,C9B080,C9B8C0,80A86040,actors
ovl_Obj_Hsblock,E093D0,E099A0,C9B8C0,C9BD70,80A86A60,actors
ovl_En_Okarina_Tag,E099A0,E0AEA0,C9BD70,C9C970,80A87030,actors
ovl_En_Yabusame_Mark,E0AEA0,E0B570,C9C970,C9CED0,80A88530,actors
ovl_En_Goroiwa,E0B570,E0D930,C9CED0,C9E7F0,80A88C00,actors
ovl_En_Ex_Ruppy,E0D930,E0E9F0,C9E7F0,C9F4B0,80A8AFC0,actors
ovl_En_Toryo,E0E9F0,E0F680,C9F4B0,C9FDF0,80A8C080,actors
ovl_En_Daiku,E0F680,E10DC0,C9FDF0,CA0FE0,80A8CD10,actors
ovl_En_Nwc,E10DC0,E11800,CA0FE0,CA1890,80A8E450,actors
ovl_En_Blkobj,E11800,E11D60,CA1890,CA1D10,80A8EE90,actors
ovl_Item_Inbox,E11D60,E11EC0,CA1D10,CA1E20,80A8F3F0,actors
ovl_En_Ge1,E11EC0,E13EF0,CA1E20,CA3250,80A8F550,actors
ovl_Obj_Blockstop,E13EF0,E14090,CA3250,CA33D0,80A91580,actors
ovl_En_Sda,E14090,E156D0,CA33D0,CA4260,80A91720,actors
ovl_En_Clear_Tag,E156D0,E1E240,CA4260,CA86A0,80A92E20,actors
ovl_En_Niw_Lady,E1E240,E1FB40,CA86A0,CA9890,80A9E3C0,actors
ovl_En_Gm,E1FB40,E20870,CA9890,CAA2A0,80A9FCC0,actors
ovl_En_Ms,E20870,E20F60,CAA2A0,CAA850,80AA09F0,actors
ovl_En_Hs,E20F60,E21B00,CAA850,CAB090,80AA10E0,actors
ovl_Bg_Ingate,E21B00,E21E90,CAB090,CAB3A0,80AA1C80,actors
ovl_En_Kanban,E21E90,E24FE0,CAB3A0,CAD1B0,80AA2010,actors
ovl_En_Heishi3,E24FE0,E259B0,CAD1B0,CAD8E0,80AA5160,actors
ovl_En_Syateki_Niw,E259B0,E27A40,CAD8E0,CAF0B0,80AA5B30,actors
ovl_En_Attack_Niw,E27A40,E28CA0,CAF0B0,CAFE10,80AA7BC0,actors
ovl_Bg_Spot01_Idosoko,E28CA0,E28EB0,CAFE10,CAFFD0,80AA8E20,actors
ovl_En_Sa,E28EB0,E2B120,CAFFD0,CB15E0,80AA9030,actors
ovl_En_Wonder_Talk,E2B120,E2B7B0,CB15E0,CB1B30,80AAB2A0,actors
ovl_Bg_Gjyo_Bridge,E2B7B0,E2BCB0,CB1B30,CB1F70,80AAB930,actors
ovl_En_Ds,E2BCB0,E2C8D0,CB1F70,CB27D0,80AABE30,actors
ovl_En_Mk,E2C8D0,E2D760,CB27D0,CB31C0,80AACA50,actors
ovl_En_Bom_Bowl_Man,E2D760,E2ECA0,CB31C0,CB4160,80AAD8E0,actors
ovl_En_Bom_Bowl_Pit,E2ECA0,E2F610,CB4160,CB48C0,80AAEE20,actors
ovl_En_Owl,E2F610,E331B0,CB48C0,CB6B40,80AAF790,actors
ovl_En_Ishi,E331B0,E3C300,CB6B40,CB7E90,80AB3330,actors
ovl_Obj_Hana,E3C300,E3C610,CB7E90,CB8100,80ABC480,actors
ovl_Obj_Lightswitch,E3C610,E3DA40,CB8100,CB8F00,80ABC790,actors
ovl_Obj_Mure2,E3DA40,E3E460,CB8F00,CB9680,80ABDBC0,actors
ovl_En_Go,E3E460,E42AA0,CB9680,CBC3E0,80ABE5E0,actors
ovl_En_Fu,E42AA0,E437E0,CBC3E0,CBCE50,80AC2C20,actors
ovl_En_Changer,E437E0,E441C0,CBCE50,CBD5A0,80AC3970,actors
ovl_Bg_Jya_Megami,E441C0,E453A0,CBD5A0,CBE480,80AC4350,actors
ovl_Bg_Jya_Lift,E453A0,E458F0,CBE480,CBE8D0,80AC5530,actors
ovl_Bg_Jya_Bigmirror,E458F0,E46130,CBE8D0,CBEFE0,80AC5A80,actors
ovl_Bg_Jya_Bombchuiwa,E46130,E46C60,CBEFE0,CBF8B0,80AC62C0,actors
ovl_Bg_Jya_Amishutter,E46C60,E46FF0,CBF8B0,CBFB00,80AC6DF0,actors
ovl_Bg_Jya_Bombiwa,E46FF0,E475B0,CBFB00,CBFFE0,80AC7180,actors
ovl_Bg_Spot18_Basket,E475B0,E485A0,CBFFE0,CC0BF0,80AC7740,actors
