E0950,800F2030,src/code/z_lib
E0980,800F2060,src/code/z_lifemeter
E0AA0,800F2180,src/code/z_lights
E0AB0,800F2190,src/code/z_map_mark
E0B70,800F2250,src/code/z_onepointdemo
E4490,800F5B70,src/code/z_map_exp
E44B0,800F5B90,src/code/z_map_data
E62B0,800F7990,src/code/z_parameter
E65B0,800F7C90,src/code/z_player_lib
E6C90,800F8370,src/code/z_quake
E6CC0,800F83A0,src/code/z_rcp
E7AE0,800F91C0,src/code/z_room
E7B60,800F9240,src/code/code_80097A00
E7EE0,800F95C0,src/code/z_scene
E7F60,800F9640,src/code/object_table
E8C00,800FA2E0,src/code/z_scene_table
EAE10,800FC4F0,src/code/z_skelanime
EAE30,800FC510,src/code/z_skin_matrix
EAE70,800FC550,src/code/z_sram
EB020,800FC700,src/code/z_ss_sram
EB0D0,800FC7B0,data/unk_8012ABC0.data
EB100,800FC7E0,src/code/z_view
EB110,800FC7F0,src/code/z_viscvg
EB1A0,800FC880,src/code/z_vr_box
EB4A0,800FCB80,src/code/z_player_call
EB4C0,800FCBA0,src/code/z_fbdemo
EB540,800FCC20,src/code/z_fbdemo_triforce
EB610,800FCCF0,src/code/z_fbdemo_wipe1
EC0B0,800FD790,src/code/z_fbdemo_circle
ED3B0,800FEA90,src/code/z_fbdemo_fade
ED3E0,800FEAC0,src/code/shrink_window
ED3F0,800FEAD0,src/code/z_kaleido_manager
ED440,800FEB20,src/code/z_play
ED450,800FEB30,src/code/audio_stop_all_sfx
ED460,800FEB40,src/code/graph
ED470,800FEB50,src/code/main
ED480,800FEB60,src/code/padmgr
ED490,800FEB70,src/code/speed_meter
ED4C0,800FEBA0,src/code/sys_math
ED500,800FEBE0,src/code/sys_math_atan
EDD10,800FF3F0,src/code/sys_matrix
EDD90,800FF470,src/code/sys_ucode
EDDA0,800FF480,src/code/sys_rumble
EDDB0,800FF490,src/code/irqmgr
EDDD0,800FF4B0,src/code/code_n64dd_800AD4C0
EE280,800FF960,src/code/fault
EE300,800FF9E0,src/audio/lib/data
F0710,80101DF0,src/audio/lib/synthesis
F0740,80101E20,src/audio/lib/load
F0750,80101E30,src/audio/lib/thread
F0770,80101E50,src/audio/lib/aisetnextbuf
F0780,80101E60,src/audio/lib/effects
F0790,80101E70,src/audio/lib/seqplayer
F07E0,80101EC0,src/audio/general
F1EF0,801035D0,src/audio/sfx_params
F32C0,801049A0,src/audio/data
F3330,80104A10,src/audio/session_config
F3AD0,801051B0,src/code/gfxprint
F4380,80105A60,src/code/logseverity
F4390,80105A70,src/code/code_800FC620
F43A0,80105A80,src/code/rand
F43B0,80105A90,src/code/__osMalloc
F4400,80105AE0,src/libultra/gu/sins
F4C00,801062E0,src/libultra/io/siacs
F4C10,801062F0,src/libultra/io/controller
F4C20,80106300,src/libultra/libc/xprintf
F4C70,80106350,src/libultra/io/vimodefpallan1
F4CC0,801063A0,src/libultra/io/contpfs
F4CD0,801063B0,src/libultra/io/contramread
F4CE0,801063C0,src/libultra/libc/xlitob

offset,vram,.rodata
F4D10,801063F0,src/code/z_en_a_keep
F4D60,80106440,src/code/z_en_item00
F4FD0,801066B0,src/code/z_eff_blure
F5000,801066E0,src/code/z_eff_shield_particle
F5010,801066F0,src/code/z_eff_spark
F5020,80106700,src/code/z_eff_ss_dead
F5030,80106710,src/code/z_effect_soft_sprite_old_init
F5050,80106730,src/code/flg_set
F53E0,80106AC0,src/code/z_actor
F5990,80107070,src/code/z_actor_dlftbls
F5A00,801070E0,src/code/z_bgcheck
F5AA0,80107180,src/code/code_80043480
F5AB0,80107190,src/code/z_camera
F6230,80107910,src/code/z_collision_check
F6280,80107960,src/code/z_debug
F6290,80107970,src/code/z_demo
F6770,80107E50,src/code/z_draw
F6780,80107E60,src/code/z_elf_message
F68A0,80107F80,src/code/z_fcurve_data
F68B0,80107F90,src/code/z_fcurve_data_skelanime
F68C0,80107FA0,src/code/z_horse
F68D0,80107FB0,src/code/z_jpeg
F6960,80108040,src/code/z_kankyo
F6A10,801080F0,src/code/z_lib
F6A20,80108100,src/code/z_lifemeter
F6A40,80108120,src/code/z_lights
F6A50,80108130,src/code/z_map_mark
F6AB0,80108190,src/code/z_olib
F6AD0,801081B0,src/code/z_onepointdemo
F7390,80108A70,src/code/z_map_exp
F76B0,80108D90,src/code/z_parameter
F78C0,80108FA0,src/code/z_path
F78D0,80108FB0,src/code/z_player_lib
F7930,80109010,src/code/z_quake
F79C0,801090A0,src/code/z_room
F7A00,801090E0,src/code/z_sample
F7A10,801090F0,src/code/z_scene_table
F7A50,80109130,src/code/z_skelanime
F7A70,80109150,src/code/z_skin
F7A80,80109160,src/code/z_skin_matrix
F7A90,80109170,src/code/z_sram
F7B00,801091E0,src/code/z_rumble
F7B10,801091F0,src/code/z_view
F7B20,80109200,src/code/z_vr_box
F7C10,801092F0,src/code/z_fbdemo_triforce
F7C20,80109300,src/code/z_fbdemo_wipe1
F7C30,80109310,src/code/z_fbdemo_circle
F7C40,80109320,src/code/code_800BB0A0
F7C50,80109330,src/code/z_kaleido_manager
F7C70,80109350,src/code/z_play
F7D30,80109410,src/code/game
F7D50,80109430,src/code/graph
F7DA0,80109480,src/code/main
F7DD0,801094B0,src/code/padmgr
F7DE0,801094C0,src/code/sys_cfb
F7DF0,801094D0,src/code/sys_math
F7E00,801094E0,src/code/sys_math3d
F7E90,80109570,src/code/sys_math_atan
F7EA0,80109580,src/code/sys_matrix
F7ED0,801095B0,src/code/irqmgr
F7EF0,801095D0,src/code/fault
F8780,80109E60,src/audio/lib/synthesis
F87A0,80109E80,src/audio/lib/heap
F87D0,80109EB0,src/audio/lib/load
F8840,80109F20,src/audio/lib/thread
F8970,8010A050,src/audio/lib/playback
F89A0,8010A080,src/audio/lib/effects
F89D0,8010A0B0,src/audio/lib/seqplayer
F9010,8010A6F0,src/audio/general
F90E0,8010A7C0,src/audio/sfx
F9100,8010A7E0,src/audio/sequence
F9180,8010A860,src/audio/session_config
F9190,8010A870,src/code/gfxprint
F91D0,8010A8B0,src/code/rcp_utils
F9320,8010AA00,src/code/load
F94C0,8010ABA0,src/code/fp_math
F9690,8010AD70,src/libultra/gu/sinf
F96E0,8010ADC0,src/libultra/gu/perspective
F96F0,8010ADD0,src/libultra/gu/lookathil
F9700,8010ADE0,src/libultra/libc/xprintf
F9800,8010AEE0,src/libultra/gu/position
F9810,8010AEF0,src/libultra/gu/rotate
F9820,8010AF00,src/libultra/gu/cosf
F9870,8010AF50,src/libultra/gu/libm_vals
F9880,8010AF60,src/libultra/libc/xldtob
F98E0,8010AFC0,src/libultra/libc/llcvt

offset,vram,.data
F98F0,8010AFD0,src/code/z_message
102280,80113960,src/code/z_game_over

offset,vram,.rodata
102290,80113970,src/code/z_message
1026B0,80113D90,src/code/z_game_over
102710,80113DF0,data/audio_tables.rodata
1032B0,80114990,data/rsp.rodata

offset,vram,.bss
103DA0,80115480,src/code/z_en_item00
103DB0,80115490,src/code/z_effect
107BA0,80119280,src/code/flg_set
107BB0,80119290,src/code/z_actor
107C30,80119310,src/code/z_actor_dlftbls
107C40,80119320,src/code/z_bgcheck
107D60,80119440,src/code/z_camera
107E40,80119520,src/code/z_collision_check
1095A0,8011AC80,src/code/z_common_data
10A9D0,8011C0B0,src/code/z_debug
10ABF0,8011C2D0,src/code/z_debug_display
10AC00,8011C2E0,src/code/z_demo
10AC30,8011C310,src/code/z_kankyo
10AD00,8011C3E0,src/code/z_lifemeter
10AD30,8011C410,src/code/z_lights
10AEC0,8011C5A0,src/code/z_malloc
10AED0,8011C5B0,src/code/z_map_mark
10AEE0,8011C5C0,src/code/z_map_exp
10AEF0,8011C5D0,src/code/z_parameter
10AF10,8011C5F0,src/code/z_player_lib
10AF30,8011C610,src/code/z_quake
10AFC0,8011C6A0,src/code/z_skelanime
10AFD0,8011C6B0,src/code/z_skin
10BEE0,8011D5C0,src/code/z_rumble
10BFF0,8011D6D0,src/code/z_vr_box_draw
10C000,8011D6E0,src/code/z_player_call
10C010,8011D6F0,src/code/z_kaleido_scope_call
10C030,8011D710,src/code/z_play
10C140,8011D820,src/code/game
10C220,8011D900,src/code/graph
10C290,8011D970,src/code/main
110120,80121800,src/code/padmgr
110130,80121810,src/code/sched
110150,80121830,src/code/speed_meter
1101C0,801218A0,src/code/sys_cfb
1101D0,801218B0,src/code/sys_math3d
1103F0,80121AD0,src/code/sys_matrix
110400,80121AE0,src/code/code_n64dd_800AD410
110410,80121AF0,src/code/code_n64dd_800AD4C0
110420,80121B00,src/code/fault
110EF0,801225D0,src/audio/lib/load
110FB0,80122690,src/audio/general
1111B0,80122890,src/audio/sfx
1139C0,801250A0,src/audio/sequence
114780,80125E60,src/audio/session_config
11AC90,8012C370,src/code/system_malloc
11ACA0,8012C380,src/code/jpegdecoder
11ACB0,8012C390,src/libultra/io/sptask
11ACF0,8012C3D0,src/libultra/io/motor
11ADF0,8012C4D0,src/libultra/io/siacs
11AE10,8012C4F0,src/libultra/io/controller
11AEA0,8012C580,src/libultra/gu/position
11AEB0,8012C590,src/libultra/gu/rotate
11AEC0,8012C5A0,src/libultra/io/contpfs
11AFC0,8012C6A0,src/libultra/io/pfsisplug
11B000,8012C6E0,src/code/z_message
11B020,8012C700,.end
