87070,80097F70,src/code/z_fbdemo_triforce
87630,80098530,src/code/z_fbdemo_wipe1
87AA0,800989A0,src/code/z_fbdemo_circle
88160,80099060,src/code/z_fbdemo_fade
884C0,800993C0,src/code/shrink_window
88630,80099530,src/code/code_800BB0A0
88B00,80099A00,src/code/z_kaleido_manager
88D30,80099C30,src/code/z_kaleido_scope_call
89010,80099F10,src/code/z_play
8CA70,8009D970,src/code/PreRender
8EB60,8009FA60,src/code/TwoHeadGfxArena
8ED70,8009FC70,src/code/TwoHeadArena
8EF30,8009FE30,src/code/audio_stop_all_sfx
8EF80,8009FE80,src/code/audio_thread_manager
8F390,800A0290,src/code/title_setup
8F400,800A0300,src/code/game
8FB80,800A0A80,src/code/gamealloc
8FCC0,800A0BC0,src/code/graph
90660,800A1560,src/code/gfxalloc
906C0,800A15C0,src/code/listalloc
90810,800A1710,src/code/main
90B70,800A1A70,src/code/padmgr
91680,800A2580,src/code/sched
92300,800A3200,src/code/speed_meter
92D40,800A3C40,src/code/sys_cfb
92E60,800A3D60,src/code/sys_math
93100,800A4000,src/code/sys_math3d
98ED0,800A9DD0,src/code/sys_math_atan
99100,800AA000,src/code/sys_matrix
9B500,800AC400,src/code/sys_ucode
9B550,800AC450,src/code/sys_rumble
9B8B0,800AC7B0,src/code/code_800D31A0
9B8E0,800AC7E0,src/code/irqmgr
9BF00,800ACE00,src/code/fault
9E750,800AF650,src/code/fault_drawer
9F1D0,800B00D0,src/code/kanread
9FCC0,800B0BC0,src/audio/lib/synthesis
A2E20,800B3D20,src/audio/lib/heap
A61F0,800B70F0,src/audio/lib/load
A9FE0,800BAEE0,src/audio/lib/thread
AB840,800BC740,src/audio/lib/dcache
AB8C0,800BC7C0,src/audio/lib/aisetnextbuf
AB940,800BC840,src/audio/lib/playback
AD8C0,800BE7C0,src/audio/lib/effects
AE340,800BF240,src/audio/lib/seqplayer
B1960,800C2860,src/audio/general
B7AF0,800C89F0,src/audio/sfx
B9950,800CA850,src/audio/sequence
BB570,800CC470,src/code/gfxprint
BC2E0,800CD1E0,src/code/rcp_utils
BC340,800CD240,src/code/loadfragment2
BC3A0,800CD2A0,src/code/relocation
BC5E0,800CD4E0,src/code/load
BC6B0,800CD5B0,src/code/code_800FC620
BC9F0,800CD8F0,src/code/padutils
BCBE0,800CDAE0,src/code/padsetup
BCD20,800CDC20,src/code/code_800FCE80
BD230,800CE130,src/code/fp
BD390,800CE290,src/code/system_malloc
BD560,800CE460,src/code/rand
BD720,800CE620,src/code/__osMalloc
BE4D0,800CF3D0,src/libultra/libc/sprintf
BE5A0,800CF4A0,src/code/printutils
BE600,800CF500,src/code/sleep
BE7A0,800CF6A0,src/code/jpegutils
BECB0,800CFBB0,src/code/jpegdecoder
BF2A0,800D01A0,src/libultra/mgu/scale
BF350,800D0250,src/libultra/gu/sinf
BF510,800D0410,src/libultra/gu/sins
BF580,800D0480,src/libultra/io/sptask
BF840,800D0740,src/libultra/io/motor
BFC10,800D0B10,src/libultra/io/siacs
BFCD0,800D0BD0,src/libultra/io/controller
BFFB0,800D0EB0,src/libultra/io/contreaddata
C0190,800D1090,src/libultra/gu/perspective
C0420,800D1320,src/libultra/io/sprawdma
C04B0,800D13B0,src/libultra/io/sirawdma
C0560,800D1460,src/libultra/io/sptaskyield
C0580,800D1480,src/libultra/mgu/mtxidentf
C05D0,800D14D0,src/libultra/gu/lookat
C08F0,800D17F0,src/libultra/os/stoptimer
C09E0,800D18E0,src/libultra/gu/sqrtf
C09F0,800D18F0,src/libultra/os/afterprenmi
C0A10,800D1910,src/libultra/io/contquery
C0AB0,800D19B0,src/libultra/gu/lookathil
C1330,800D2230,src/libultra/libc/xprintf
C2010,800D2F10,src/libultra/libc/string
C20B0,800D2FB0,src/libultra/io/sp
C20E0,800D2FE0,src/libultra/mgu/mtxident
C2130,800D3030,src/libultra/gu/position
C2340,800D3240,src/libultra/io/sptaskyielded
C23A0,800D32A0,src/libultra/gu/rotate
C2570,800D3470,src/libultra/io/aisetfreq
C26C0,800D35C0,src/libultra/os/getactivequeue
C26E0,800D35E0,src/libultra/mgu/normalize
C2740,800D3640,src/libultra/io/dpgetstat
C2750,800D3650,src/libultra/io/dpsetstat
C2760,800D3660,src/libultra/gu/ortho
C2920,800D3820,src/libultra/gu/cosf
C2A90,800D3990,src/libultra/gu/coss
C2AC0,800D39C0,src/libultra/io/visetevent
C2B20,800D3A20,src/libultra/gu/us2dex
C2CA0,800D3BA0,src/libultra/io/pfsselectbank
C2D20,800D3C20,src/libultra/io/contsetch
C2D80,800D3C80,src/libultra/io/aigetlen
C2DA0,800D3CA0,src/libultra/mgu/translate
C2E70,800D3D70,src/libultra/io/contramwrite
C30C0,800D3FC0,src/libultra/io/pfsgetstatus
C32F0,800D41F0,src/libultra/io/contpfs
C3E70,800D4D70,src/libultra/io/contramread
C40A0,800D4FA0,src/libultra/io/crc
C4210,800D5110,src/libultra/io/pfsisplug
C4500,800D5400,src/libultra/os/settimer
C4690,800D5590,src/libultra/libc/xldtob
C51A0,800D60A0,src/libultra/libc/ldiv
C5330,800D6230,src/libultra/libc/xlitob
C55D0,800D64D0,src/libultra/io/spgetstat
C55E0,800D64E0,src/libultra/io/spsetstat
C55F0,800D64F0,src/libultra/os/writebackdcacheall
C5620,800D6520,src/libultra/os/getcurrfaultedthread
C5640,800D6540,src/libultra/mgu/mtxf2l
C56B0,800D65B0,src/libultra/libc/llcvt
C58C0,800D67C0,src/libultra/io/vigetcurrframebuf
C5900,800D6800,src/libultra/io/spsetpc
C5930,800D6830,src/libultra/libc/sqrt
C5940,800D6840,src/libultra/libc/absf
C5950,800D6850,src/code/fmodf
C59A0,800D68A0,src/code/__osMemset
C59D0,800D68D0,src/code/__osMemmove
C5A60,800D6960,src/code/z_message_PAL
CE820,800DF720,src/code/z_game_over
CED60,800DFC60,src/code/z_construct
D02A0,800E11A0,data/rsp.text

offset,vram,.data
D3600,800E4500,src/code/z_en_a_keep
D36A0,800E45A0,src/code/z_en_item00
D3940,800E4840,src/code/z_eff_blure
D39F0,800E48F0,src/code/z_eff_shield_particle
D3A40,800E4940,src/code/z_effect
D3A90,800E4990,src/code/z_effect_soft_sprite
D3AA0,800E49A0,src/code/z_effect_soft_sprite_old_init
D3B90,800E4A90,src/code/z_effect_soft_sprite_dlftbls
D3FA0,800E4EA0,src/code/flg_set
D4160,800E5060,src/code/z_actor
D4480,800E5380,src/code/z_actor_dlftbls
D7F70,800E8E70,src/code/z_bgcheck
D80C0,800E8FC0,src/code/z_camera
DB610,800EC510,src/code/z_collision_btltbls
DB8F0,800EC7F0,src/code/z_collision_check
DBBA0,800ECAA0,src/code/z_debug
DBBD0,800ECAD0,src/code/z_debug_display
DBC20,800ECB20,src/code/z_demo
DBD80,800ECC80,src/code/z_draw
DCE00,800EDD00,src/code/z_elf_message
DCE50,800EDD50,src/code/z_face_reaction
DD290,800EE190,src/code/z_game_dlftbls
DD3B0,800EE2B0,src/code/z_horse
DD4C0,800EE3C0,src/code/z_jpeg
DD500,800EE400,src/code/z_kaleido_setup
DD550,800EE450,src/code/z_kankyo
DD940,800EE840,src/code/z_lib
DD970,800EE870,src/code/z_lifemeter
DDA90,800EE990,src/code/z_lights
DDAA0,800EE9A0,src/code/z_map_mark
DDB60,800EEA60,src/code/z_onepointdemo
E1480,800F2380,src/code/z_map_exp
E14A0,800F23A0,src/code/z_map_data
E32A0,800F41A0,src/code/z_parameter
E35A0,800F44A0,src/code/z_player_lib
E3C80,800F4B80,src/code/z_quake
E3CB0,800F4BB0,src/code/z_rcp
E4AD0,800F59D0,src/code/z_room
E4B50,800F5A50,src/code/code_80097A00
E4ED0,800F5DD0,src/code/z_scene
E4F50,800F5E50,src/code/object_table
E5BF0,800F6AF0,src/code/z_scene_table
E7E00,800F8D00,src/code/z_skelanime
E7E20,800F8D20,src/code/z_skin_matrix
E7E60,800F8D60,src/code/z_sram
E8010,800F8F10,src/code/z_ss_sram
E80C0,800F8FC0,data/unk_8012ABC0.data
E80F0,800F8FF0,src/code/z_view
E8100,800F9000,src/code/z_viscvg
E8190,800F9090,src/code/z_vr_box
E8490,800F9390,src/code/z_player_call
E84B0,800F93B0,src/code/z_fbdemo
E8530,800F9430,src/code/z_fbdemo_triforce
E8600,800F9500,src/code/z_fbdemo_wipe1
E90A0,800F9FA0,src/code/z_fbdemo_circle
EA3A0,800FB2A0,src/code/z_fbdemo_fade
EA3D0,800FB2D0,src/code/shrink_window
EA3E0,800FB2E0,src/code/z_kaleido_manager
EA430,800FB330,src/code/z_play
EA440,800FB340,src/code/audio_stop_all_sfx
EA450,800FB350,src/code/graph
EA460,800FB360,src/code/main
EA470,800FB370,src/code/padmgr
EA480,800FB380,src/code/speed_meter
EA4B0,800FB3B0,src/code/sys_math
EA4F0,800FB3F0,src/code/sys_math_atan
EAD00,800FBC00,src/code/sys_matrix
EAD80,800FBC80,src/code/sys_ucode
EAD90,800FBC90,src/code/sys_rumble
EADA0,800FBCA0,src/code/irqmgr
EADC0,800FBCC0,src/code/fault
EAE20,800FBD20,src/code/fault_drawer
EAE60,800FBD60,src/audio/lib/data
ED270,800FE170,src/audio/lib/synthesis
ED2A0,800FE1A0,src/audio/lib/load
ED2B0,800FE1B0,src/audio/lib/thread
ED2D0,800FE1D0,src/audio/lib/aisetnextbuf
ED2E0,800FE1E0,src/audio/lib/effects
ED2F0,800FE1F0,src/audio/lib/seqplayer
ED340,800FE240,src/audio/general
EEA60,800FF960,src/audio/sfx_params
EFE30,80100D30,src/audio/data
EFEA0,80100DA0,src/audio/session_config
F0640,80101540,src/code/logseverity
F0650,80101550,src/code/gfxprint
F0F00,80101E00,src/code/code_800FC620
F0F20,80101E20,src/code/fp
F0F30,80101E30,src/code/rand
F0F40,80101E40,src/code/__osMalloc
F0F50,80101E50,src/libultra/gu/sins
F1750,80102650,src/libultra/io/siacs
F1760,80102660,src/libultra/io/controller
F1770,80102670,src/libultra/libc/xprintf
F17C0,801026C0,src/libultra/gu/position
F17D0,801026D0,src/libultra/gu/rotate
F17E0,801026E0,src/libultra/io/vimodefpallan1
F1830,80102730,src/libultra/io/contpfs
F1840,80102740,src/libultra/io/contramread
F1850,80102750,src/libultra/libc/xlitob

offset,vram,.rodata
F1880,80102780,src/code/z_en_a_keep
F18D0,801027D0,src/code/z_en_item00
F1B40,80102A40,src/code/z_eff_blure
F1B70,80102A70,src/code/z_eff_shield_particle
F1B80,80102A80,src/code/z_eff_spark
F1B90,80102A90,src/code/z_eff_ss_dead
F1BA0,80102AA0,src/code/z_effect_soft_sprite_old_init
F1BC0,80102AC0,src/code/flg_set
F1F50,80102E50,src/code/z_actor
F2500,80103400,src/code/z_actor_dlftbls
F2550,80103450,src/code/z_bgcheck
F25F0,801034F0,src/code/code_80043480
F2600,80103500,src/code/z_camera
F2D80,80103C80,src/code/z_collision_check
F2DD0,80103CD0,src/code/z_debug
F2DE0,80103CE0,src/code/z_demo
F32C0,801041C0,src/code/z_draw
F32D0,801041D0,src/code/z_elf_message
F33F0,801042F0,src/code/z_fcurve_data
F3400,80104300,src/code/z_fcurve_data_skelanime
F3410,80104310,src/code/z_horse
F3420,80104320,src/code/z_jpeg
F34B0,801043B0,src/code/z_kankyo
F3560,80104460,src/code/z_lib
F3570,80104470,src/code/z_lifemeter
F3590,80104490,src/code/z_lights
F35A0,801044A0,src/code/z_map_mark
F3600,80104500,src/code/z_olib
F3620,80104520,src/code/z_onepointdemo
F3EE0,80104DE0,src/code/z_map_exp
F4200,80105100,src/code/z_parameter
F4410,80105310,src/code/z_path
F4420,80105320,src/code/z_player_lib
F4480,80105380,src/code/z_quake
F4510,80105410,src/code/z_room
F4550,80105450,src/code/z_sample
F4560,80105460,src/code/z_scene_table
F45A0,801054A0,src/code/z_skelanime
F45C0,801054C0,src/code/z_skin
F45D0,801054D0,src/code/z_skin_matrix
F45E0,801054E0,src/code/z_sram
F4650,80105550,src/code/z_rumble
F4660,80105560,src/code/z_view
F4670,80105570,src/code/z_vr_box
F4760,80105660,src/code/z_fbdemo_triforce
F4770,80105670,src/code/z_fbdemo_wipe1
F4780,80105680,src/code/z_fbdemo_circle
F4790,80105690,src/code/code_800BB0A0
F47A0,801056A0,src/code/z_kaleido_manager
F47C0,801056C0,src/code/z_play
F4880,80105780,src/code/game
F48A0,801057A0,src/code/graph
F48F0,801057F0,src/code/main
F4920,80105820,src/code/padmgr
F4930,80105830,src/code/sys_cfb
F4940,80105840,src/code/sys_math
F4950,80105850,src/code/sys_math3d
F49E0,801058E0,src/code/sys_math_atan
F49F0,801058F0,src/code/sys_matrix
F4A20,80105920,src/code/irqmgr
F4A40,80105940,src/code/fault
F5450,80106350,src/code/fault_drawer
F5880,80106780,src/audio/lib/synthesis
F58A0,801067A0,src/audio/lib/heap
F58D0,801067D0,src/audio/lib/load
F5940,80106840,src/audio/lib/thread
F5A70,80106970,src/audio/lib/playback
F5AA0,801069A0,src/audio/lib/effects
F5AD0,801069D0,src/audio/lib/seqplayer
F6110,80107010,src/audio/general
F62A0,801071A0,src/audio/sfx
F62C0,801071C0,src/audio/sequence
F6340,80107240,src/audio/session_config
F6350,80107250,src/code/gfxprint
F6370,80107270,src/code/code_800FCE80
F63C0,801072C0,src/code/__osMalloc
F6680,80107580,src/libultra/gu/sinf
F66D0,801075D0,src/libultra/gu/perspective
F66E0,801075E0,src/libultra/gu/lookathil
F66F0,801075F0,src/libultra/libc/xprintf
F67F0,801076F0,src/libultra/gu/cosf
F6840,80107740,src/libultra/gu/libm_vals
F6850,80107750,src/libultra/libc/xldtob
F68B0,801077B0,src/libultra/libc/llcvt

offset,vram,.data
F68C0,801077C0,src/code/z_message_PAL

offset,vram,.rodata
FF350,80110250,src/code/z_message_PAL
FF510,80110410,src/code/z_game_over
FF570,80110470,data/audio_tables.rodata
100110,80111010,data/rsp.rodata

offset,vram,.bss
102230,80113130,src/code/z_en_item00
102240,80113140,src/code/z_effect
106030,80116F30,src/code/flg_set
106040,80116F40,src/code/z_actor
1060C0,80116FC0,src/code/z_actor_dlftbls
1060D0,80116FD0,src/code/z_bgcheck
1061F0,801170F0,src/code/z_camera
1062D0,801171D0,src/code/z_collision_check
107A30,80118930,src/code/z_common_data
108E60,80119D60,src/code/z_debug
109080,80119F80,src/code/z_debug_display
109090,80119F90,src/code/z_demo
1090C0,80119FC0,src/code/z_kankyo
109190,8011A090,src/code/z_lifemeter
1091C0,8011A0C0,src/code/z_lights
109350,8011A250,src/code/z_malloc
109380,8011A280,src/code/z_map_mark
109390,8011A290,src/code/z_map_exp
1093A0,8011A2A0,src/code/z_parameter
1093C0,8011A2C0,src/code/z_player_lib
1093E0,8011A2E0,src/code/z_quake
109470,8011A370,src/code/z_skelanime
109480,8011A380,src/code/z_skin
10A390,8011B290,src/code/z_rumble
10A4A0,8011B3A0,src/code/z_vr_box_draw
10A4B0,8011B3B0,src/code/z_player_call
10A4C0,8011B3C0,src/code/z_kaleido_scope_call
10A4E0,8011B3E0,src/code/z_play
10A5F0,8011B4F0,src/code/game
10A6D0,8011B5D0,src/code/graph
10A740,8011B640,src/code/main
10E5D0,8011F4D0,src/code/padmgr
10E5E0,8011F4E0,src/code/sched
10E600,8011F500,src/code/speed_meter
10E670,8011F570,src/code/sys_cfb
10E680,8011F580,src/code/sys_math3d
10E8A0,8011F7A0,src/code/sys_matrix
10E8B0,8011F7B0,src/code/fault
10F730,80120630,src/code/fault_drawer
10F790,80120690,src/audio/lib/load
10F850,80120750,src/audio/general
10FA50,80120950,src/audio/sfx
112260,80123160,src/audio/sequence
113020,80123F20,src/audio/session_config
119530,8012A430,src/code/gfxprint
119540,8012A440,src/code/code_800FCE80
119550,8012A450,src/code/system_malloc
119580,8012A480,src/code/rand
119590,8012A490,src/code/__osMalloc
1195A0,8012A4A0,src/code/jpegdecoder
1195B0,8012A4B0,src/libultra/io/sptask
1195F0,8012A4F0,src/libultra/io/motor
1196F0,8012A5F0,src/libultra/io/siacs
119710,8012A610,src/libultra/io/controller
1197A0,8012A6A0,src/libultra/io/contpfs
1198A0,8012A7A0,src/libultra/io/pfsisplug
1198E0,8012A7E0,src/code/z_message_PAL
119900,8012A800,.end
